<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
27.11.2018;109280;109430;109280;109350
27.11.2018;109360;109530;109360;109450
27.11.2018;109450;109470;109430;109460
27.11.2018;109470;109470;109410;109420
27.11.2018;109430;109500;109410;109460
27.11.2018;109460;109470;109420;109430
27.11.2018;109430;109490;109420;109480
27.11.2018;109480;109500;109450;109470
27.11.2018;109460;109470;109280;109340
27.11.2018;109330;109410;109280;109290
27.11.2018;109290;109290;109150;109200
27.11.2018;109200;109200;109020;109130
27.11.2018;109120;109190;109070;109180
27.11.2018;109170;109180;109100;109110
27.11.2018;109110;109160;109090;109090
27.11.2018;109100;109150;109070;109080
27.11.2018;109070;109160;109060;109130
27.11.2018;109120;109160;109050;109100
27.11.2018;109090;109100;109040;109050
27.11.2018;109030;109080;108970;109050
27.11.2018;109060;109090;108970;109030
27.11.2018;109010;109030;108880;108910
27.11.2018;108900;108930;108810;108840
27.11.2018;108830;108920;108780;108850
27.11.2018;108850;108880;108790;108840
27.11.2018;108840;108860;108780;108810
27.11.2018;108800;108860;108680;108850
27.11.2018;108850;108940;108800;108920
27.11.2018;108910;108950;108860;108880
27.11.2018;108870;108940;108860;108930
27.11.2018;108920;108930;108880;108910
27.11.2018;108900;108980;108850;108970
27.11.2018;108970;108970;108910;108930
27.11.2018;108930;108980;108910;108980
27.11.2018;108970;109030;108930;108940
27.11.2018;108940;109060;108910;109040
27.11.2018;109040;109110;109010;109010
27.11.2018;109010;109040;108980;109000
27.11.2018;108990;109010;108960;108970
27.11.2018;108970;108990;108940;108970
27.11.2018;108980;108980;108940;108950
27.11.2018;108950;108990;108940;108940
27.11.2018;108940;108950;108830;108860
27.11.2018;108870;108920;108860;108910
27.11.2018;108910;108970;108910;108970
27.11.2018;108960;109020;108950;108990
27.11.2018;108980;108980;108900;108930
27.11.2018;108920;108920;108870;108880
27.11.2018;108880;108960;108870;108930
27.11.2018;108940;108990;108940;108970
27.11.2018;108970;109000;108960;109000
27.11.2018;109000;109060;108990;109050
27.11.2018;109060;109080;109000;109010
27.11.2018;109000;109030;108990;109000
27.11.2018;109020;109060;109010;109020
27.11.2018;109010;109010;108960;108970
27.11.2018;108970;109040;108970;109020
27.11.2018;109030;109060;109020;109040
27.11.2018;109050;109060;109030;109050
27.11.2018;109050;109050;108970;108990
27.11.2018;109000;109010;108970;109010
27.11.2018;109000;109040;108970;108970
27.11.2018;108970;109000;108950;108980
27.11.2018;108980;109000;108980;108990
27.11.2018;109010;109060;109010;109060
27.11.2018;109060;109130;109050;109100
27.11.2018;109090;109100;109010;109020
27.11.2018;109000;109020;108930;109020
27.11.2018;109020;109120;109020;109080
27.11.2018;109080;109090;109030;109040
27.11.2018;109050;109150;109040;109150
27.11.2018;109150;109310;109120;109130
27.11.2018;109130;109130;108940;109050
27.11.2018;109040;109190;109020;109190
27.11.2018;109190;109220;109130;109150
27.11.2018;109170;109180;109060;109090
27.11.2018;109100;109180;109070;109070
27.11.2018;109080;109110;109010;109050
27.11.2018;109040;109070;109000;109030
27.11.2018;109020;109050;109000;109040
27.11.2018;109030;109090;109030;109070
27.11.2018;109080;109090;109050;109050
27.11.2018;109050;109090;109040;109080
27.11.2018;109090;109110;109050;109070
27.11.2018;109060;109120;109050;109110
27.11.2018;109100;109120;109080;109110
27.11.2018;109090;109140;109060;109070
27.11.2018;109070;109110;109070;109080
27.11.2018;109070;109110;109060;109110
27.11.2018;109120;109140;109110;109110
27.11.2018;109110;109140;109110;109140
27.11.2018;109150;109200;109150;109190
27.11.2018;109190;109190;109150;109170
27.11.2018;109170;109190;109130;109140
27.11.2018;109170;109250;109140;109210
27.11.2018;109200;109230;109190;109200
27.11.2018;109190;109220;109150;109170
27.11.2018;109150;109160;109100;109120
27.11.2018;109120;109190;109090;109160
27.11.2018;109190;109220;109170;109190
27.11.2018;109210;109210;109160;109170
27.11.2018;109180;109220;109170;109200
27.11.2018;109200;109230;109200;109220
27.11.2018;109220;109250;109220;109250
27.11.2018;109230;109280;109230;109280
27.11.2018;109280;109330;109280;109290
27.11.2018;109310;109340;109290;109300
27.11.2018;109300;109330;109260;109270
27.11.2018;109280;109280;109240;109270
27.11.2018;109270;109270;109230;109230
27.11.2018;109220;109240;109190;109190
27.11.2018;109180;109240;109170;109220
27.11.2018;109220;109240;109190;109220
27.11.2018;109210;109220;109180;109180
27.11.2018;109180;109240;109170;109220
27.11.2018;109210;109320;109210;109310
27.11.2018;109300;109310;109250;109250
27.11.2018;109250;109310;109250;109310
27.11.2018;109300;109330;109290;109290
27.11.2018;109300;109340;109280;109340
27.11.2018;109340;109400;109320;109360
27.11.2018;109370;109420;109320;109330
27.11.2018;109330;109380;109310;109360
27.11.2018;109380;109380;109310;109330
27.11.2018;109330;109350;109300;109300
27.11.2018;109310;109340;109290;109330
27.11.2018;109330;109350;109310;109350
27.11.2018;109350;109350;109300;109310
27.11.2018;109300;109300;109240;109250
27.11.2018;109250;109300;109230;109300
27.11.2018;109290;109320;109280;109300
27.11.2018;109320;109350;109290;109300
27.11.2018;109300;109300;109230;109250
27.11.2018;109250;109260;109210;109260
27.11.2018;109270;109290;109260;109270
27.11.2018;109250;109250;109240;109250
27.11.2018;109240;109240;109220;109220
27.11.2018;109230;109300;109230;109300
27.11.2018;109300;109340;109300;109330
27.11.2018;109310;109320;109270;109280
27.11.2018;109300;109370;109290;109370
27.11.2018;109370;109380;109340;109370
27.11.2018;109370;109400;109320;109340
27.11.2018;109340;109370;109340;109360
27.11.2018;109370;109400;109350;109380
27.11.2018;109380;109400;109350;109390
27.11.2018;109400;109410;109380;109390
27.11.2018;109400;109400;109340;109390
27.11.2018;109380;109380;109360;109360
27.11.2018;109370;109390;109370;109380
27.11.2018;109370;109380;109360;109380
27.11.2018;109370;109430;109360;109420
27.11.2018;109420;109430;109390;109390
27.11.2018;109390;109390;109320;109320
27.11.2018;109330;109370;109330;109360
27.11.2018;109380;109410;109360;109400
27.11.2018;109400;109430;109380;109430
27.11.2018;109420;109430;109370;109370
27.11.2018;109370;109430;109370;109410
27.11.2018;109410;109430;109410;109420
27.11.2018;109430;109440;109420;109430
27.11.2018;109430;109530;109410;109480
27.11.2018;109490;109540;109470;109540
27.11.2018;109540;109570;109530;109560
27.11.2018;109570;109670;109550;109560
27.11.2018;109570;109570;109540;109550
27.11.2018;109550;109590;109510;109510
27.11.2018;109500;109540;109500;109530
27.11.2018;109540;109540;109480;109480
27.11.2018;109480;109520;109470;109500
27.11.2018;109490;109510;109480;109500
27.11.2018;109510;109560;109510;109520
27.11.2018;109520;109530;109500;109500
27.11.2018;109500;109520;109490;109510
27.11.2018;109510;109560;109510;109540
27.11.2018;109540;109550;109510;109540
27.11.2018;109520;109540;109450;109450
27.11.2018;109450;109490;109450;109470
27.11.2018;109460;109470;109440;109470
27.11.2018;109460;109460;109410;109440
27.11.2018;109440;109440;109410;109440
27.11.2018;109440;109440;109430;109440
27.11.2018;109440;109440;109400;109400
27.11.2018;109400;109430;109390;109410
27.11.2018;109410;109450;109380;109400
27.11.2018;109400;109440;109400;109430
27.11.2018;109410;109500;109410;109470
27.11.2018;109480;109500;109450;109450
27.11.2018;109460;109460;109420;109450
27.11.2018;109440;109480;109440;109480
27.11.2018;109480;109480;109450;109450
27.11.2018;109450;109470;109440;109450
27.11.2018;109450;109480;109450;109480
27.11.2018;109480;109490;109450;109480
27.11.2018;109480;109500;109480;109490
27.11.2018;109490;109500;109460;109460
27.11.2018;109470;109490;109470;109490
27.11.2018;109490;109500;109480;109490
27.11.2018;109480;109480;109480;109480
27.11.2018;109490;109500;109470;109470
27.11.2018;109470;109490;109440;109450
27.11.2018;109450;109540;109450;109540
27.11.2018;109550;109550;109520;109550
27.11.2018;109540;109540;109490;109500
27.11.2018;109510;109510;109500;109510
27.11.2018;109520;109530;109490;109490
27.11.2018;109500;109510;109460;109490
27.11.2018;109490;109500;109460;109480
27.11.2018;109480;109500;109470;109490
27.11.2018;109490;109550;109490;109510
27.11.2018;109500;109500;109480;109500
27.11.2018;109490;109510;109490;109500
27.11.2018;109510;109560;109500;109540
27.11.2018;109530;109540;109510;109530
27.11.2018;109520;109530;109500;109520
27.11.2018;109500;109530;109500;109520
27.11.2018;109530;109530;109480;109500
27.11.2018;109490;109490;109460;109490
27.11.2018;109490;109510;109480;109480
27.11.2018;109490;109500;109480;109480
27.11.2018;109480;109490;109450;109470
27.11.2018;109480;109500;109470;109500
27.11.2018;109500;109540;109500;109530
27.11.2018;109540;109590;109530;109570
27.11.2018;109580;109590;109520;109530
27.11.2018;109520;109580;109510;109580
04.12.2018;115150;115470;114920;115170
04.12.2018;115180;115220;115020;115150
04.12.2018;115150;115190;115100;115160
04.12.2018;115160;115200;115050;115050
04.12.2018;115050;115110;114910;115110
04.12.2018;115080;115130;115000;115080
04.12.2018;115070;115140;115050;115120
04.12.2018;115110;115140;115030;115060
04.12.2018;115070;115080;114970;115010
04.12.2018;115000;115020;114940;115010
04.12.2018;115000;115040;114970;114990
04.12.2018;114980;115020;114960;114980
04.12.2018;114990;115060;114990;114990
04.12.2018;115000;115010;114920;114930
04.12.2018;114930;114940;114820;114860
04.12.2018;114860;114930;114810;114890
04.12.2018;114890;114960;114870;114940
04.12.2018;114930;114940;114870;114910
04.12.2018;114890;114930;114870;114920
04.12.2018;114920;115000;114900;114990
04.12.2018;114990;115020;114900;114980
04.12.2018;114990;115000;114920;114960
04.12.2018;114950;115030;114910;115010
04.12.2018;115010;115090;114980;115070
04.12.2018;115060;115100;115020;115020
04.12.2018;115020;115090;115000;115030
04.12.2018;115020;115110;115020;115070
04.12.2018;115070;115080;115000;115000
04.12.2018;115000;115020;114960;114980
04.12.2018;114980;115010;114960;114970
04.12.2018;114980;115010;114940;114990
04.12.2018;115000;115000;114980;114990
04.12.2018;114990;115050;114990;115040
04.12.2018;115040;115050;114940;114980
04.12.2018;114980;114990;114880;114900
04.12.2018;114900;114940;114870;114930
04.12.2018;114930;114960;114920;114950
04.12.2018;114950;114980;114930;114970
04.12.2018;114970;114980;114930;114980
04.12.2018;114980;114990;114940;114940
04.12.2018;114940;114970;114900;114970
04.12.2018;114960;114980;114930;114970
04.12.2018;114970;115010;114940;114970
04.12.2018;114970;115030;114940;114960
04.12.2018;114960;115000;114940;114960
04.12.2018;114950;114960;114900;114930
04.12.2018;114940;114980;114920;114950
04.12.2018;114940;114970;114910;114970
04.12.2018;114970;115020;114960;115010
04.12.2018;115010;115060;114970;115000
04.12.2018;115010;115020;114960;114960
04.12.2018;114970;115020;114970;115020
04.12.2018;115010;115030;115000;115020
04.12.2018;115020;115020;114930;114930
04.12.2018;114930;114980;114910;114930
04.12.2018;114920;114930;114870;114920
04.12.2018;114920;114940;114890;114920
04.12.2018;114920;114920;114870;114890
04.12.2018;114880;114910;114840;114870
04.12.2018;114860;114900;114830;114830
04.12.2018;114850;115010;114820;114990
04.12.2018;114990;115010;114930;115000
04.12.2018;115000;115050;114980;115020
04.12.2018;115030;115040;114990;115040
04.12.2018;115040;115080;115020;115080
04.12.2018;115060;115100;115010;115100
04.12.2018;115090;115100;115060;115090
04.12.2018;115070;115080;114980;115030
04.12.2018;115030;115040;115000;115020
04.12.2018;115000;115020;114980;115000
04.12.2018;114990;115010;114960;114980
04.12.2018;114980;115050;114980;115030
04.12.2018;115030;115080;115020;115080
04.12.2018;115090;115140;115050;115110
04.12.2018;115100;115100;115050;115090
04.12.2018;115100;115140;115090;115130
04.12.2018;115140;115160;115080;115140
04.12.2018;115150;115170;115100;115120
04.12.2018;115130;115140;115100;115130
04.12.2018;115140;115150;115110;115150
04.12.2018;115150;115160;115130;115150
04.12.2018;115150;115230;115130;115230
04.12.2018;115220;115220;115160;115210
04.12.2018;115210;115290;115210;115280
04.12.2018;115280;115300;115230;115240
04.12.2018;115250;115320;115250;115310
04.12.2018;115310;115350;115280;115300
04.12.2018;115290;115320;115260;115270
04.12.2018;115260;115290;115240;115280
04.12.2018;115290;115290;115230;115250
04.12.2018;115260;115290;115220;115240
04.12.2018;115240;115250;115220;115250
04.12.2018;115240;115310;115230;115240
04.12.2018;115240;115260;115220;115230
04.12.2018;115240;115240;115210;115240
04.12.2018;115240;115250;115200;115250
04.12.2018;115250;115280;115210;115210
04.12.2018;115210;115240;115200;115230
04.12.2018;115230;115280;115220;115250
04.12.2018;115240;115260;115170;115200
04.12.2018;115200;115240;115170;115220
04.12.2018;115220;115220;115160;115210
04.12.2018;115200;115240;115190;115220
04.12.2018;115230;115260;115210;115260
04.12.2018;115260;115290;115250;115280
04.12.2018;115280;115310;115240;115310
04.12.2018;115310;115410;115300;115370
04.12.2018;115380;115410;115330;115390
04.12.2018;115390;115440;115390;115430
04.12.2018;115430;115500;115430;115480
04.12.2018;115490;115550;115470;115520
04.12.2018;115520;115530;115470;115510
04.12.2018;115510;115530;115450;115490
04.12.2018;115490;115500;115460;115470
04.12.2018;115480;115580;115480;115560
04.12.2018;115550;115620;115520;115620
04.12.2018;115610;115640;115570;115610
04.12.2018;115610;115630;115560;115590
04.12.2018;115590;115750;115570;115710
04.12.2018;115720;115830;115710;115750
04.12.2018;115750;115810;115720;115750
04.12.2018;115760;115770;115700;115710
04.12.2018;115710;115770;115700;115740
04.12.2018;115730;115750;115680;115690
04.12.2018;115690;115730;115660;115670
04.12.2018;115670;115680;115630;115670
04.12.2018;115660;115700;115620;115640
04.12.2018;115650;115690;115630;115660
04.12.2018;115660;115670;115590;115590
04.12.2018;115590;115620;115570;115620
04.12.2018;115610;115630;115560;115560
04.12.2018;115570;115610;115550;115590
04.12.2018;115600;115610;115560;115610
04.12.2018;115600;115640;115590;115620
04.12.2018;115620;115630;115560;115590
04.12.2018;115590;115610;115510;115530
04.12.2018;115540;115580;115530;115550
04.12.2018;115550;115570;115520;115530
04.12.2018;115530;115540;115450;115480
04.12.2018;115470;115510;115460;115480
04.12.2018;115470;115520;115460;115520
04.12.2018;115530;115540;115470;115500
04.12.2018;115500;115510;115470;115500
04.12.2018;115500;115500;115460;115470
04.12.2018;115470;115500;115430;115480
04.12.2018;115480;115490;115420;115470
04.12.2018;115470;115490;115430;115460
04.12.2018;115460;115490;115420;115430
04.12.2018;115440;115460;115420;115460
04.12.2018;115440;115490;115440;115470
04.12.2018;115470;115580;115470;115540
04.12.2018;115530;115580;115510;115530
04.12.2018;115530;115530;115480;115500
04.12.2018;115490;115520;115460;115470
04.12.2018;115480;115500;115460;115470
04.12.2018;115470;115500;115420;115450
04.12.2018;115470;115560;115460;115520
04.12.2018;115530;115540;115420;115480
04.12.2018;115480;115480;115370;115380
04.12.2018;115380;115480;115370;115460
04.12.2018;115470;115510;115420;115420
04.12.2018;115440;115460;115360;115450
04.12.2018;115450;115450;115360;115390
04.12.2018;115390;115410;115360;115360
04.12.2018;115360;115420;115360;115400
04.12.2018;115400;115410;115370;115410
04.12.2018;115420;115450;115410;115440
04.12.2018;115450;115450;115420;115440
04.12.2018;115440;115480;115430;115460
04.12.2018;115460;115530;115450;115520
04.12.2018;115520;115530;115450;115490
04.12.2018;115500;115560;115480;115540
04.12.2018;115540;115620;115520;115600
04.12.2018;115580;115690;115580;115620
04.12.2018;115630;115680;115580;115610
04.12.2018;115610;115640;115560;115580
04.12.2018;115590;115630;115590;115610
04.12.2018;115610;115630;115570;115580
04.12.2018;115580;115580;115550;115570
04.12.2018;115570;115590;115550;115580
04.12.2018;115590;115620;115540;115600
04.12.2018;115600;115610;115540;115550
04.12.2018;115560;115570;115450;115460
04.12.2018;115460;115490;115410;115440
04.12.2018;115440;115520;115440;115520
04.12.2018;115520;115520;115420;115460
04.12.2018;115460;115500;115450;115470
04.12.2018;115490;115490;115470;115470
04.12.2018;115480;115530;115480;115500
04.12.2018;115500;115500;115450;115480
04.12.2018;115480;115510;115470;115510
04.12.2018;115510;115530;115460;115470
04.12.2018;115470;115490;115430;115470
04.12.2018;115460;115490;115400;115490
04.12.2018;115480;115540;115470;115520
04.12.2018;115530;115530;115490;115500
04.12.2018;115500;115520;115500;115510
04.12.2018;115520;115550;115520;115530
04.12.2018;115530;115530;115500;115520
04.12.2018;115510;115520;115440;115450
04.12.2018;115450;115490;115440;115490
04.12.2018;115490;115490;115460;115480
04.12.2018;115480;115540;115480;115530
04.12.2018;115530;115560;115520;115560
04.12.2018;115560;115560;115500;115540
04.12.2018;115540;115540;115520;115530
04.12.2018;115540;115550;115510;115540
04.12.2018;115540;115540;115490;115540
04.12.2018;115540;115560;115530;115540
04.12.2018;115530;115600;115530;115600
04.12.2018;115590;115620;115570;115610
04.12.2018;115610;115630;115540;115550
04.12.2018;115550;115570;115520;115560
04.12.2018;115560;115570;115530;115550
04.12.2018;115550;115560;115520;115520
04.12.2018;115520;115590;115520;115570
04.12.2018;115570;115600;115540;115550
04.12.2018;115550;115570;115530;115570
04.12.2018;115570;115570;115540;115540
04.12.2018;115540;115560;115410;115460
04.12.2018;115450;115530;115450;115520
04.12.2018;115520;115590;115510;115570
04.12.2018;115580;115580;115510;115520
04.12.2018;115520;115550;115500;115510
04.12.2018;115510;115540;115490;115500
04.12.2018;115490;115510;115470;115500
04.12.2018;115500;115500;115460;115460
04.12.2018;115470;115480;115440;115470
04.12.2018;115460;115480;115420;115460
04.12.2018;115470;115470;115410;115460
04.12.2018;115470;115490;115440;115450
04.12.2018;115450;115490;115450;115480
04.12.2018;115480;115490;115470;115490
04.12.2018;115480;115480;115410;115420
04.12.2018;115420;115460;115410;115440
04.12.2018;115450;115460;115390;115460
04.12.2018;115440;115470;115430;115460
04.12.2018;115460;115480;115450;115470
04.12.2018;115470;115490;115460;115470
04.12.2018;115490;115530;115490;115510
04.12.2018;115530;115570;115520;115570
04.12.2018;115560;115600;115550;115570
04.12.2018;115580;115600;115540;115560
04.12.2018;115560;115600;115560;115600
04.12.2018;115600;115600;115530;115600
04.12.2018;115600;115600;115570;115600
04.12.2018;115600;115620;115580;115610
04.12.2018;115620;115620;115570;115580
04.12.2018;115580;115600;115550;115570
04.12.2018;115590;115620;115580;115620
04.12.2018;115620;115630;115570;115570
04.12.2018;115570;115680;115570;115670
04.12.2018;115670;115680;115610;115610
04.12.2018;115620;115690;115600;115660
04.12.2018;115670;115690;115650;115670
04.12.2018;115670;115680;115620;115680
04.12.2018;115670;115690;115660;115660
04.12.2018;115670;115680;115650;115660
04.12.2018;115670;115690;115630;115640
04.12.2018;115650;115660;115630;115640
04.12.2018;115640;115650;115620;115640
04.12.2018;115640;115640;115600;115620
04.12.2018;115610;115630;115600;115610
04.12.2018;115610;115630;115600;115620
04.12.2018;115610;115660;115580;115580
04.12.2018;115580;115660;115580;115620
04.12.2018;115620;115640;115580;115610
04.12.2018;115620;115620;115580;115580
04.12.2018;115580;115590;115560;115590
04.12.2018;115590;115630;115570;115620
04.12.2018;115620;115630;115590;115630
04.12.2018;115620;115620;115570;115590
04.12.2018;115600;115600;115570;115590
04.12.2018;115600;115630;115590;115590
04.12.2018;115600;115650;115600;115650
04.12.2018;115640;115650;115610;115610
04.12.2018;115600;115610;115550;115600
04.12.2018;115610;115630;115600;115620
04.12.2018;115610;115610;115580;115580
04.12.2018;115590;115600;115530;115570
04.12.2018;115570;115580;115530;115530
04.12.2018;115530;115550;115510;115520
04.12.2018;115520;115560;115500;115530
04.12.2018;115530;115550;115470;115480
04.12.2018;115490;115500;115460;115490
04.12.2018;115490;115550;115470;115480
04.12.2018;115490;115510;115470;115500
04.12.2018;115490;115500;115460;115480
04.12.2018;115480;115480;115430;115480
04.12.2018;115460;115460;115400;115450
04.12.2018;115450;115460;115410;115410
04.12.2018;115410;115430;115370;115410
04.12.2018;115400;115430;115390;115400
04.12.2018;115400;115440;115380;115420
04.12.2018;115430;115440;115410;115440
04.12.2018;115440;115440;115410;115410
04.12.2018;115420;115470;115410;115440
04.12.2018;115430;115430;115390;115420
04.12.2018;115410;115440;115390;115430
04.12.2018;115430;115460;115420;115440
04.12.2018;115440;115500;115440;115460
04.12.2018;115460;115530;115460;115480
04.12.2018;115490;115510;115480;115500
04.12.2018;115500;115510;115460;115480
04.12.2018;115490;115500;115460;115460
04.12.2018;115470;115470;115430;115450
04.12.2018;115430;115460;115420;115430
04.12.2018;115430;115430;115270;115340
04.12.2018;115330;115340;115290;115320
04.12.2018;115310;115330;115210;115270
04.12.2018;115270;115300;115250;115290
04.12.2018;115280;115340;115280;115340
04.12.2018;115330;115340;115310;115320
04.12.2018;115310;115330;115280;115320
04.12.2018;115330;115340;115310;115320
04.12.2018;115330;115370;115320;115360
04.12.2018;115360;115400;115360;115390
04.12.2018;115390;115400;115340;115360
04.12.2018;115370;115390;115360;115390
04.12.2018;115380;115430;115380;115400
04.12.2018;115410;115450;115400;115440
04.12.2018;115420;115430;115370;115370
04.12.2018;115380;115410;115350;115400
04.12.2018;115390;115440;115380;115410
04.12.2018;115430;115440;115410;115420
04.12.2018;115430;115440;115410;115410
04.12.2018;115420;115420;115370;115370
04.12.2018;115380;115390;115370;115390
04.12.2018;115380;115390;115370;115390
04.12.2018;115390;115420;115390;115410
04.12.2018;115400;115430;115370;115370
04.12.2018;115370;115410;115360;115410
04.12.2018;115400;115430;115380;115380
04.12.2018;115390;115430;115380;115410
04.12.2018;115410;115420;115360;115380
04.12.2018;115390;115400;115360;115380
04.12.2018;115380;115390;115350;115370
04.12.2018;115370;115400;115360;115390
04.12.2018;115390;115400;115370;115390
04.12.2018;115390;115430;115390;115410
04.12.2018;115410;115430;115380;115410
04.12.2018;115410;115430;115380;115380
04.12.2018;115400;115420;115390;115420
04.12.2018;115420;115430;115410;115430
04.12.2018;115420;115430;115390;115420
04.12.2018;115420;115430;115390;115400
04.12.2018;115390;115410;115380;115400
04.12.2018;115390;115410;115370;115390
04.12.2018;115390;115400;115380;115380
04.12.2018;115390;115410;115380;115390
04.12.2018;115390;115400;115360;115390
04.12.2018;115380;115420;115380;115420
04.12.2018;115420;115430;115400;115410
04.12.2018;115390;115400;115340;115360
04.12.2018;115370;115380;115330;115360
04.12.2018;115370;115390;115320;115330
04.12.2018;115340;115360;115310;115340
04.12.2018;115340;115340;115280;115300
04.12.2018;115290;115310;115260;115270
04.12.2018;115270;115300;115240;115290
04.12.2018;115290;115350;115290;115340
04.12.2018;115330;115340;115250;115270
04.12.2018;115270;115300;115260;115270
04.12.2018;115270;115280;115250;115270
04.12.2018;115280;115280;115260;115260
04.12.2018;115250;115320;115250;115300
04.12.2018;115300;115310;115270;115290
04.12.2018;115280;115310;115280;115300
04.12.2018;115280;115310;115250;115310
04.12.2018;115310;115330;115280;115280
04.12.2018;115280;115290;115240;115240
04.12.2018;115250;115280;115230;115270
04.12.2018;115280;115310;115270;115280
04.12.2018;115290;115320;115280;115310
04.12.2018;115310;115320;115290;115310
04.12.2018;115320;115330;115260;115260
04.12.2018;115270;115290;115250;115270
04.12.2018;115270;115290;115120;115230
04.12.2018;115240;115270;115220;115250
04.12.2018;115260;115300;115250;115270
04.12.2018;115260;115320;115260;115290
04.12.2018;115300;115390;115300;115340
04.12.2018;115350;115370;115320;115320
04.12.2018;115310;115330;115270;115290
04.12.2018;115280;115330;115280;115300
04.12.2018;115290;115340;115270;115280
04.12.2018;115280;115290;115250;115260
04.12.2018;115250;115260;115190;115220
04.12.2018;115210;115230;115140;115150
04.12.2018;115150;115160;115020;115040
04.12.2018;115040;115120;115020;115090
04.12.2018;115100;115100;115040;115080
04.12.2018;115080;115100;115010;115030
04.12.2018;115020;115080;115010;115070
04.12.2018;115060;115070;115000;115030
04.12.2018;115020;115040;114960;114970
04.12.2018;114960;115010;114910;114960
04.12.2018;114960;114990;114950;114950
04.12.2018;114940;114960;114900;114960
04.12.2018;114960;114980;114940;114970
04.12.2018;114980;114990;114940;114980
04.12.2018;114980;115030;114950;115020
04.12.2018;115020;115030;114990;115000
04.12.2018;114990;115040;114980;115020
04.12.2018;115030;115030;114990;115010
04.12.2018;115000;115070;114980;115060
04.12.2018;115050;115060;115030;115030
04.12.2018;115040;115050;114990;115040
04.12.2018;115040;115070;115030;115050
04.12.2018;115060;115090;115030;115080
04.12.2018;115060;115070;115020;115070
04.12.2018;115070;115100;115030;115030
04.12.2018;115040;115060;115000;115050
04.12.2018;115040;115050;114970;114980
04.12.2018;114990;115020;114980;115020
04.12.2018;115020;115020;114950;114980
04.12.2018;114970;114980;114940;114960
04.12.2018;114960;114990;114960;114970
04.12.2018;114960;114980;114910;114940
04.12.2018;114940;115020;114940;114990
04.12.2018;114990;115000;114920;114940
04.12.2018;114930;114950;114910;114950
04.12.2018;114950;114960;114920;114960
04.12.2018;114950;115010;114950;114990
04.12.2018;114990;115020;114970;114990
04.12.2018;114970;114990;114920;114940
04.12.2018;114940;114970;114930;114930
04.12.2018;114920;114950;114910;114950
04.12.2018;114940;114960;114930;114940
04.12.2018;114930;114940;114920;114930
04.12.2018;114920;114930;114720;114820
04.12.2018;114820;114830;114700;114760
04.12.2018;114760;114770;114720;114740
04.12.2018;114750;114760;114680;114750
04.12.2018;114750;114770;114710;114740
04.12.2018;114740;114790;114710;114770
04.12.2018;114780;114830;114730;114810
04.12.2018;114810;114830;114770;114770
04.12.2018;114770;114770;114720;114730
04.12.2018;114740;114780;114680;114760
04.12.2018;114760;114830;114750;114810
04.12.2018;114820;114830;114790;114800
04.12.2018;114810;114830;114800;114820
04.12.2018;114830;114840;114800;114810
04.12.2018;114810;114840;114780;114810
04.12.2018;114810;114920;114810;114870
04.12.2018;114890;114930;114800;114850
04.12.2018;114850;114950;114850;114930
04.12.2018;114920;114950;114880;114920
04.12.2018;114920;114920;114850;114890
04.12.2018;114890;114940;114850;114910
04.12.2018;114910;114940;114880;114930
04.12.2018;114930;114960;114910;114940
04.12.2018;114940;114990;114920;114960
04.12.2018;114970;114990;114910;114920
04.12.2018;114920;114940;114900;114920
04.12.2018;114910;114920;114880;114900
04.12.2018;114900;114910;114800;114840
04.12.2018;114850;114870;114810;114830
04.12.2018;114830;114840;114800;114800
04.12.2018;114810;114870;114800;114870
04.12.2018;114850;114880;114840;114850
04.12.2018;114840;114880;114810;114820
04.12.2018;114820;114840;114800;114820
04.12.2018;114820;114860;114790;114850
04.12.2018;114840;114900;114830;114880
04.12.2018;114890;114930;114870;114870
04.12.2018;114870;114920;114850;114850
04.12.2018;114860;114940;114850;114900
04.12.2018;114900;114960;114890;114950
04.12.2018;114950;114960;114900;114930
04.12.2018;114930;114930;114880;114900
04.12.2018;114900;114940;114870;114930
04.12.2018;114930;115000;114920;114970
04.12.2018;114980;114980;114890;114890
04.12.2018;114900;114910;114850;114910
04.12.2018;114910;114960;114900;114940
04.12.2018;114940;115000;114940;114990
04.12.2018;114990;115030;114950;114960
04.12.2018;114970;114980;114890;114920
04.12.2018;114920;114950;114900;114910
04.12.2018;114920;114930;114900;114930
04.12.2018;114930;114990;114920;114940
04.12.2018;114950;115040;114950;115040
04.12.2018;115030;115080;115020;115030
04.12.2018;115060;115120;115030;115070
04.12.2018;115070;115090;115030;115040
04.12.2018;115060;115070;114920;114960
04.12.2018;114970;115020;114960;115000
04.12.2018;114990;115000;114910;114910
04.12.2018;114920;115020;114900;114930
04.12.2018;114950;114990;114940;114960
04.12.2018;114960;115110;114960;114990
04.12.2018;114990;115030;114970;115010
04.12.2018;115010;115010;114920;114920
04.12.2018;114920;114970;114910;114910
04.12.2018;114920;114930;114890;114920
04.12.2018;114920;114950;114860;114870
04.12.2018;114880;114900;114860;114870
04.12.2018;114870;114910;114850;114880
04.12.2018;114890;114890;114850;114870
04.12.2018;114880;114910;114860;114890
04.12.2018;114890;114900;114830;114850
04.12.2018;114850;114900;114810;114900
04.12.2018;114880;114950;114880;114930
04.12.2018;114920;114970;114870;114960
04.12.2018;114970;115020;114940;114950
04.12.2018;114950;114950;114890;114910
04.12.2018;114920;114940;114860;114910
